customer_id,order_id,customer_age,age_group,customer_region,customer_tenure_months,tenure_group,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,had_delivery_delay,delivery_delay_ratio,freight_value,freight_exceeds_order_value,delivery_attempts,customer_service_contacts,had_customer_service_contact,resolution_time_days,complaints_count,had_complaint,repeat_purchase_30d,csat_internal_score,nps_score,nps_category
1915,51915,63,55 a 64 anos,Sudeste,103,Mais de 72 meses,195.02,6,23.53,8,10,2,1,0.2,26.28,0,2,1,1,2,4,1,0,5.3,4.8,Detrator
1916,51916,23,Até 24 anos,Norte,116,Mais de 72 meses,284.14,5,38.98,4,4,4,1,1.0,49.83,0,2,3,1,11,6,1,0,0.0,0.7,Detrator
1917,51917,37,35 a 44 anos,Sul,8,Até 12 meses,60.53,1,0.23,10,13,3,1,0.23076923076923078,25.95,0,2,0,0,5,3,1,0,3.4,5.6,Detrator
1918,51918,32,25 a 34 anos,Centro-Oeste,87,Mais de 72 meses,1668.29,4,6.11,2,10,4,1,0.4,6.69,0,2,0,0,6,2,1,0,1.5,4.8,Detrator
1919,51919,67,65 anos ou mais,Sudeste,85,Mais de 72 meses,305.52,2,13.71,3,2,2,1,1.0,35.97,0,3,2,1,0,4,1,0,5.7,6.4,Detrator
1920,51920,69,65 anos ou mais,Centro-Oeste,109,Mais de 72 meses,208.31,2,0.46,2,12,2,1,0.16666666666666666,38.89,0,2,0,0,8,4,1,0,2.6,0.0,Detrator
1921,51921,44,35 a 44 anos,Norte,54,49 a 72 meses,551.6,6,38.22,4,10,0,0,0.0,37.64,0,2,3,1,9,6,1,0,1.2,5.1,Detrator
1922,51922,52,45 a 54 anos,Centro-Oeste,27,25 a 48 meses,181.23,1,19.73,3,9,4,1,0.4444444444444444,28.6,0,2,0,0,6,3,1,0,1.0,2.5,Detrator
1923,51923,38,35 a 44 anos,Sul,13,13 a 24 meses,825.22,6,40.39,10,10,2,1,0.2,32.84,0,2,0,0,11,1,1,0,1.2,7.9,Neutro
1924,51924,57,55 a 64 anos,Sul,52,49 a 72 meses,1230.69,4,1.89,4,14,3,1,0.21428571428571427,42.3,0,1,3,1,4,6,1,0,2.6,0.0,Detrator
1925,51925,69,65 anos ou mais,Norte,41,25 a 48 meses,218.24,2,5.93,4,3,0,0,0.0,37.24,0,2,4,1,5,5,1,0,3.3,6.8,Detrator
1926,51926,29,25 a 34 anos,Nordeste,113,Mais de 72 meses,688.33,1,46.3,4,8,0,0,0.0,44.52,0,2,0,0,5,3,1,0,6.5,7.3,Neutro
1927,51927,39,35 a 44 anos,Sudeste,3,Até 12 meses,220.26,2,2.95,6,4,2,1,0.5,34.64,0,2,3,1,10,7,1,0,0.0,2.4,Detrator
1929,51929,18,Até 24 anos,Norte,116,Mais de 72 meses,492.59,2,2.46,3,12,2,1,0.16666666666666666,55.57,0,2,2,1,7,5,1,0,1.4,1.2,Detrator
1930,51930,58,55 a 64 anos,Norte,11,Até 12 meses,1396.51,6,16.52,8,3,3,1,1.0,62.57,0,3,1,1,7,4,1,0,2.1,0.4,Detrator
1931,51931,66,65 anos ou mais,Centro-Oeste,57,49 a 72 meses,39.17,4,38.59,9,13,2,1,0.15384615384615385,41.58,1,2,2,1,9,5,1,0,0.0,4.3,Detrator
1932,51932,45,45 a 54 anos,Centro-Oeste,98,Mais de 72 meses,191.39,1,12.9,4,7,7,1,1.0,59.1,0,3,1,1,2,4,1,0,1.5,0.3,Detrator
1934,51934,49,45 a 54 anos,Centro-Oeste,112,Mais de 72 meses,373.64,6,31.31,1,14,2,1,0.14285714285714285,19.46,0,3,0,0,2,2,1,0,5.1,7.2,Neutro
1935,51935,67,65 anos ou mais,Sul,66,49 a 72 meses,222.92,6,17.1,7,9,2,1,0.2222222222222222,45.11,0,1,2,1,0,5,1,0,6.6,5.2,Detrator
1936,51936,55,55 a 64 anos,Nordeste,97,Mais de 72 meses,207.11,4,18.09,11,13,1,1,0.07692307692307693,31.76,0,3,1,1,10,3,1,0,2.6,4.7,Detrator
1937,51937,29,25 a 34 anos,Centro-Oeste,7,Até 12 meses,149.9,2,34.58,11,11,2,1,0.18181818181818182,37.97,0,3,0,0,7,2,1,0,3.1,7.0,Neutro
1939,51939,53,45 a 54 anos,Sudeste,92,Mais de 72 meses,336.21,1,6.81,8,8,2,1,0.25,33.88,0,2,0,0,1,2,1,1,6.9,9.1,Promotor
1940,51940,38,35 a 44 anos,Nordeste,106,Mais de 72 meses,150.59,5,15.04,4,13,3,1,0.23076923076923078,41.22,0,1,0,0,2,3,1,0,4.6,5.4,Detrator
1941,51941,68,65 anos ou mais,Sul,59,49 a 72 meses,82.45,3,57.8,2,4,4,1,1.0,52.47,0,2,2,1,1,6,1,0,3.5,2.4,Detrator
1942,51942,43,35 a 44 anos,Nordeste,105,Mais de 72 meses,205.41,4,18.64,11,8,1,1,0.125,36.98,0,1,0,0,11,1,1,1,2.1,8.7,Neutro
1943,51943,20,Até 24 anos,Nordeste,27,25 a 48 meses,327.13,6,33.91,7,13,1,1,0.07692307692307693,65.46,0,1,2,1,9,4,1,0,0.9,3.0,Detrator
1944,51944,63,55 a 64 anos,Sul,81,Mais de 72 meses,430.53,1,35.25,10,11,7,1,0.6363636363636364,42.29,0,1,1,1,10,4,1,0,0.0,0.0,Detrator
1945,51945,19,Até 24 anos,Norte,91,Mais de 72 meses,500.29,4,23.32,7,13,5,1,0.38461538461538464,23.36,0,3,0,0,4,3,1,0,2.0,0.0,Detrator
1946,51946,60,55 a 64 anos,Sudeste,78,Mais de 72 meses,504.14,2,8.9,7,4,3,1,0.75,21.85,0,1,0,0,3,3,1,0,4.9,3.9,Detrator
1947,51947,26,25 a 34 anos,Norte,13,13 a 24 meses,259.45,5,0.06,11,7,2,1,0.2857142857142857,20.71,0,3,2,1,4,4,1,0,3.2,5.3,Detrator
1948,51948,55,55 a 64 anos,Sul,34,25 a 48 meses,143.97,6,33.99,2,14,1,1,0.07142857142857142,40.01,0,2,1,1,4,4,1,0,5.6,3.9,Detrator
1949,51949,58,55 a 64 anos,Centro-Oeste,90,Mais de 72 meses,777.3,1,20.5,9,5,5,1,1.0,35.0,0,3,5,1,6,7,1,0,0.0,0.0,Detrator
1950,51950,67,65 anos ou mais,Nordeste,63,49 a 72 meses,204.86,2,6.9,7,12,3,1,0.25,46.76,0,3,2,1,11,4,1,0,0.0,5.2,Detrator
1951,51951,69,65 anos ou mais,Nordeste,26,25 a 48 meses,809.46,4,11.19,6,12,1,1,0.08333333333333333,25.73,0,3,1,1,6,2,1,0,4.6,6.4,Detrator
1952,51952,34,25 a 34 anos,Sul,25,25 a 48 meses,397.06,2,46.37,3,4,4,1,1.0,33.63,0,3,1,1,8,5,1,0,0.1,0.5,Detrator
1953,51953,38,35 a 44 anos,Sul,113,Mais de 72 meses,329.93,4,3.31,7,7,0,0,0.0,38.85,0,3,2,1,9,2,1,0,2.2,7.6,Neutro
1954,51954,38,35 a 44 anos,Sul,112,Mais de 72 meses,190.64,4,105.31,3,4,0,0,0.0,41.36,0,3,0,0,6,1,1,0,6.1,6.1,Detrator
1955,51955,60,55 a 64 anos,Sul,1,Até 12 meses,723.87,1,69.39,4,2,2,1,1.0,38.7,0,3,1,1,8,3,1,0,1.0,4.2,Detrator
1956,51956,58,55 a 64 anos,Nordeste,20,13 a 24 meses,315.96,3,2.24,10,11,1,1,0.09090909090909091,32.44,0,1,1,1,7,5,1,0,3.9,4.9,Detrator
1957,51957,68,65 anos ou mais,Sudeste,15,13 a 24 meses,359.35,3,20.38,2,4,1,1,0.25,55.22,0,3,2,1,4,4,1,0,3.5,2.0,Detrator
1959,51959,51,45 a 54 anos,Norte,92,Mais de 72 meses,244.52,2,6.12,7,2,2,1,1.0,58.48,0,1,0,0,6,3,1,0,4.7,7.2,Neutro
1960,51960,20,Até 24 anos,Sul,114,Mais de 72 meses,108.6,3,1.08,4,5,1,1,0.2,36.61,0,3,0,0,11,2,1,0,1.3,3.3,Detrator
1961,51961,37,35 a 44 anos,Nordeste,99,Mais de 72 meses,310.79,6,8.4,2,11,1,1,0.09090909090909091,44.14,0,1,1,1,2,4,1,0,6.8,4.7,Detrator
1962,51962,66,65 anos ou mais,Sul,13,13 a 24 meses,162.0,5,20.57,7,2,2,1,1.0,58.27,0,1,2,1,4,4,1,0,2.6,4.9,Detrator
1963,51963,39,35 a 44 anos,Sudeste,84,Mais de 72 meses,296.71,1,15.31,1,7,3,1,0.42857142857142855,56.46,0,1,3,1,4,5,1,0,0.9,2.9,Detrator
1964,51964,41,35 a 44 anos,Nordeste,84,Mais de 72 meses,395.57,4,28.52,8,10,0,0,0.0,35.2,0,2,2,1,4,2,1,0,5.4,6.2,Detrator
1965,51965,60,55 a 64 anos,Centro-Oeste,4,Até 12 meses,374.67,4,42.72,1,9,3,1,0.3333333333333333,48.67,0,2,2,1,0,4,1,0,4.9,3.8,Detrator
1966,51966,66,65 anos ou mais,Nordeste,108,Mais de 72 meses,555.83,5,30.85,8,7,3,1,0.42857142857142855,47.55,0,3,2,1,2,6,1,0,4.0,2.6,Detrator
1967,51967,46,45 a 54 anos,Norte,60,49 a 72 meses,663.22,5,4.76,3,5,4,1,0.8,45.32,0,1,3,1,6,6,1,0,0.0,2.3,Detrator
1968,51968,29,25 a 34 anos,Centro-Oeste,94,Mais de 72 meses,499.55,4,8.28,8,5,1,1,0.2,31.73,0,3,1,1,5,4,1,0,4.3,7.7,Neutro
1969,51969,52,45 a 54 anos,Norte,95,Mais de 72 meses,819.13,2,10.11,2,11,1,1,0.09090909090909091,44.86,0,2,3,1,5,7,1,0,2.5,4.3,Detrator
1970,51970,40,35 a 44 anos,Centro-Oeste,41,25 a 48 meses,339.39,3,35.53,3,11,4,1,0.36363636363636365,57.96,0,1,5,1,5,7,1,0,0.0,0.0,Detrator
1971,51971,31,25 a 34 anos,Norte,4,Até 12 meses,885.1,6,11.54,1,8,2,1,0.25,55.21,0,3,0,0,4,1,1,0,5.2,7.2,Neutro
1972,51972,48,45 a 54 anos,Sudeste,118,Mais de 72 meses,87.65,1,42.86,9,2,1,1,0.5,29.91,0,3,1,1,9,3,1,0,2.6,4.5,Detrator
1974,51974,41,35 a 44 anos,Centro-Oeste,102,Mais de 72 meses,578.71,5,14.87,3,2,2,1,1.0,46.02,0,1,0,0,5,2,1,0,4.1,6.5,Detrator
1975,51975,57,55 a 64 anos,Centro-Oeste,49,49 a 72 meses,893.47,3,2.47,1,11,3,1,0.2727272727272727,30.3,0,1,2,1,3,4,1,0,3.0,1.4,Detrator
1976,51976,68,65 anos ou mais,Norte,19,13 a 24 meses,613.83,3,3.05,2,11,2,1,0.18181818181818182,40.42,0,1,1,1,2,3,1,0,5.7,6.5,Detrator
1977,51977,51,45 a 54 anos,Centro-Oeste,13,13 a 24 meses,625.19,3,58.46,7,8,0,0,0.0,38.54,0,1,0,0,3,1,1,1,7.4,9.7,Promotor
1978,51978,56,55 a 64 anos,Centro-Oeste,80,Mais de 72 meses,599.17,4,4.89,10,7,1,1,0.14285714285714285,41.45,0,2,1,1,4,7,1,0,4.9,5.7,Detrator
1979,51979,33,25 a 34 anos,Norte,20,13 a 24 meses,629.58,1,12.21,4,10,2,1,0.2,45.29,0,3,0,0,1,3,1,0,6.2,7.0,Neutro
1980,51980,18,Até 24 anos,Sudeste,72,49 a 72 meses,89.59,1,18.17,1,11,0,0,0.0,43.19,0,3,1,1,8,4,1,0,4.0,5.0,Detrator
1981,51981,39,35 a 44 anos,Nordeste,11,Até 12 meses,608.13,3,39.51,9,13,4,1,0.3076923076923077,36.14,0,2,2,1,11,4,1,0,0.0,1.1,Detrator
1982,51982,31,25 a 34 anos,Centro-Oeste,21,13 a 24 meses,616.66,3,24.83,3,11,2,1,0.18181818181818182,35.46,0,1,0,0,7,6,1,0,3.4,3.4,Detrator
1983,51983,52,45 a 54 anos,Norte,111,Mais de 72 meses,794.83,1,28.86,4,9,2,1,0.2222222222222222,34.73,0,2,3,1,3,6,1,0,2.3,5.4,Detrator
1984,51984,31,25 a 34 anos,Sul,119,Mais de 72 meses,882.62,2,31.67,5,12,0,0,0.0,30.2,0,3,2,1,1,2,1,1,7.0,8.0,Neutro
1985,51985,67,65 anos ou mais,Sudeste,28,25 a 48 meses,371.71,3,3.26,3,10,3,1,0.3,31.83,0,2,2,1,8,6,1,0,0.2,2.8,Detrator
1986,51986,20,Até 24 anos,Centro-Oeste,80,Mais de 72 meses,206.37,3,4.01,7,12,2,1,0.16666666666666666,33.5,0,3,0,0,2,2,1,0,5.9,3.4,Detrator
1987,51987,23,Até 24 anos,Centro-Oeste,39,25 a 48 meses,367.96,2,15.12,5,12,2,1,0.16666666666666666,33.31,0,2,3,1,7,5,1,0,1.4,2.4,Detrator
1988,51988,62,55 a 64 anos,Centro-Oeste,67,49 a 72 meses,830.23,3,15.41,3,6,2,1,0.3333333333333333,55.98,0,3,2,1,0,5,1,0,4.3,5.2,Detrator
1991,51991,44,35 a 44 anos,Centro-Oeste,8,Até 12 meses,909.62,4,0.77,11,10,2,1,0.2,31.37,0,2,1,1,11,4,1,0,0.2,2.4,Detrator
1992,51992,46,45 a 54 anos,Sudeste,113,Mais de 72 meses,351.66,6,20.89,6,11,2,1,0.18181818181818182,58.14,0,1,1,1,9,4,1,0,2.3,4.5,Detrator
1993,51993,28,25 a 34 anos,Nordeste,32,25 a 48 meses,1461.91,6,23.92,11,13,1,1,0.07692307692307693,54.99,0,2,0,0,8,1,1,0,3.3,7.9,Neutro
1994,51994,19,Até 24 anos,Sul,76,Mais de 72 meses,489.59,6,39.27,8,8,4,1,0.5,53.25,0,1,3,1,10,6,1,0,0.0,2.8,Detrator
1995,51995,29,25 a 34 anos,Centro-Oeste,75,Mais de 72 meses,245.97,2,29.13,3,5,5,1,1.0,47.44,0,2,1,1,7,5,1,0,0.0,0.0,Detrator
1996,51996,41,35 a 44 anos,Norte,63,49 a 72 meses,497.23,4,8.73,3,9,1,1,0.1111111111111111,35.14,0,3,4,1,4,9,1,0,1.3,3.3,Detrator
1997,51997,41,35 a 44 anos,Centro-Oeste,59,49 a 72 meses,587.06,5,18.96,2,11,2,1,0.18181818181818182,62.51,0,1,0,0,1,1,1,0,6.9,7.5,Neutro
1998,51998,50,45 a 54 anos,Centro-Oeste,34,25 a 48 meses,1126.92,6,48.74,8,4,3,1,0.75,43.7,0,2,2,1,9,7,1,0,0.0,2.1,Detrator
1999,51999,35,35 a 44 anos,Sudeste,110,Mais de 72 meses,701.83,1,59.58,11,9,3,1,0.3333333333333333,42.8,0,3,0,0,11,2,1,0,1.7,4.6,Detrator
2001,52001,38,35 a 44 anos,Sul,36,25 a 48 meses,399.95,6,2.85,4,4,0,0,0.0,42.29,0,1,4,1,9,7,1,0,1.3,4.5,Detrator
2002,52002,39,35 a 44 anos,Norte,35,25 a 48 meses,101.28,6,5.3,7,7,0,0,0.0,35.49,0,2,2,1,7,4,1,0,3.8,5.7,Detrator
2003,52003,36,35 a 44 anos,Sudeste,6,Até 12 meses,164.11,2,18.91,6,8,1,1,0.125,30.45,0,1,1,1,11,2,1,0,1.4,7.5,Neutro
2004,52004,19,Até 24 anos,Sudeste,109,Mais de 72 meses,204.54,6,31.81,9,5,1,1,0.2,27.54,0,2,1,1,9,3,1,1,2.6,8.2,Neutro
2005,52005,34,25 a 34 anos,Sudeste,4,Até 12 meses,1342.93,2,14.83,4,6,2,1,0.3333333333333333,40.46,0,2,1,1,10,5,1,0,0.3,6.4,Detrator
2006,52006,57,55 a 64 anos,Sudeste,44,25 a 48 meses,386.87,3,0.6,4,9,3,1,0.3333333333333333,36.63,0,1,1,1,11,3,1,0,0.0,2.1,Detrator
2008,52008,21,Até 24 anos,Sudeste,46,25 a 48 meses,166.63,2,53.43,9,8,4,1,0.5,35.3,0,1,0,0,6,6,1,0,1.8,1.9,Detrator
2009,52009,27,25 a 34 anos,Nordeste,31,25 a 48 meses,419.69,2,18.84,8,14,1,1,0.07142857142857142,32.73,0,3,1,1,0,7,1,0,7.3,5.6,Detrator
2010,52010,60,55 a 64 anos,Nordeste,2,Até 12 meses,1257.6,4,19.62,9,7,1,1,0.14285714285714285,25.23,0,3,0,0,4,2,1,0,6.4,5.2,Detrator
2011,52011,31,25 a 34 anos,Norte,112,Mais de 72 meses,401.35,3,85.02,3,11,0,0,0.0,46.33,0,1,3,1,10,4,1,0,0.2,6.5,Detrator
2012,52012,31,25 a 34 anos,Sudeste,70,49 a 72 meses,791.46,1,10.45,8,6,3,1,0.5,40.06,0,2,2,1,4,4,1,0,2.1,3.5,Detrator
2013,52013,43,35 a 44 anos,Sul,115,Mais de 72 meses,199.51,5,2.52,4,8,1,1,0.125,41.86,0,3,1,1,10,5,1,0,2.1,5.9,Detrator
2014,52014,28,25 a 34 anos,Sudeste,39,25 a 48 meses,498.08,5,28.99,7,12,3,1,0.25,40.71,0,1,1,1,9,3,1,0,0.9,3.0,Detrator
2015,52015,42,35 a 44 anos,Norte,27,25 a 48 meses,416.92,3,11.88,3,10,3,1,0.3,48.69,0,1,0,0,10,4,1,0,1.2,5.7,Detrator
2016,52016,48,45 a 54 anos,Norte,31,25 a 48 meses,28.5,4,3.17,1,7,4,1,0.5714285714285714,36.46,1,2,1,1,3,3,1,0,3.5,1.6,Detrator
2017,52017,48,45 a 54 anos,Norte,38,25 a 48 meses,65.76,4,3.21,9,14,2,1,0.14285714285714285,37.14,0,2,0,0,7,3,1,0,2.9,3.9,Detrator
2018,52018,48,45 a 54 anos,Norte,49,49 a 72 meses,654.59,2,77.13,8,6,3,1,0.5,39.92,0,2,2,1,4,6,1,0,2.1,0.8,Detrator
2019,52019,60,55 a 64 anos,Sul,26,25 a 48 meses,278.11,6,29.09,2,6,4,1,0.6666666666666666,32.46,0,3,2,1,1,6,1,0,2.9,3.9,Detrator
2020,52020,53,45 a 54 anos,Centro-Oeste,7,Até 12 meses,214.0,6,5.39,3,13,3,1,0.23076923076923078,23.47,0,2,2,1,6,6,1,0,1.2,6.4,Detrator
2021,52021,42,35 a 44 anos,Nordeste,74,Mais de 72 meses,488.17,6,2.58,11,14,3,1,0.21428571428571427,43.77,0,2,0,0,3,2,1,0,4.7,7.4,Neutro
2022,52022,48,45 a 54 anos,Norte,12,Até 12 meses,301.48,2,9.62,8,11,0,0,0.0,15.01,0,3,2,1,9,4,1,0,3.3,5.0,Detrator
2023,52023,40,35 a 44 anos,Sul,115,Mais de 72 meses,276.6,1,20.51,3,9,2,1,0.2222222222222222,46.01,0,2,2,1,0,7,1,0,5.0,4.6,Detrator
2024,52024,59,55 a 64 anos,Nordeste,73,Mais de 72 meses,732.03,4,5.86,6,6,0,0,0.0,25.16,0,1,4,1,7,8,1,0,1.7,2.3,Detrator
2025,52025,31,25 a 34 anos,Norte,83,Mais de 72 meses,985.11,6,16.69,10,10,1,1,0.1,52.66,0,2,1,1,10,3,1,0,1.3,1.1,Detrator
2026,52026,67,65 anos ou mais,Sudeste,18,13 a 24 meses,350.38,5,24.97,10,4,2,1,0.5,53.36,0,1,0,0,0,4,1,0,7.6,5.8,Detrator
2027,52027,34,25 a 34 anos,Norte,80,Mais de 72 meses,544.91,1,4.56,5,8,2,1,0.25,50.46,0,3,0,0,2,2,1,0,6.3,7.2,Neutro
2028,52028,23,Até 24 anos,Sudeste,69,49 a 72 meses,295.11,2,93.08,2,5,2,1,0.4,2.87,0,1,0,0,3,2,1,0,4.1,5.8,Detrator
2029,52029,22,Até 24 anos,Norte,75,Mais de 72 meses,245.36,6,12.06,10,12,0,0,0.0,39.07,0,2,0,0,7,1,1,0,5.7,5.0,Detrator
2030,52030,36,35 a 44 anos,Nordeste,46,25 a 48 meses,277.89,5,32.12,8,10,5,1,0.5,22.46,0,1,2,1,3,5,1,0,0.8,1.6,Detrator
2031,52031,55,55 a 64 anos,Centro-Oeste,42,25 a 48 meses,111.3,4,20.05,2,7,3,1,0.42857142857142855,26.39,0,2,1,1,11,3,1,0,0.0,1.4,Detrator
2032,52032,60,55 a 64 anos,Sul,42,25 a 48 meses,96.41,1,81.15,10,5,1,1,0.2,48.83,0,2,2,1,8,4,1,0,1.7,5.5,Detrator
2033,52033,29,25 a 34 anos,Sudeste,45,25 a 48 meses,385.19,5,21.34,5,14,4,1,0.2857142857142857,42.09,0,2,1,1,1,4,1,0,3.9,0.0,Detrator
2036,52036,53,45 a 54 anos,Sudeste,68,49 a 72 meses,350.52,1,11.39,4,2,2,1,1.0,48.5,0,3,3,1,8,5,1,0,0.0,3.3,Detrator
2037,52037,39,35 a 44 anos,Sul,58,49 a 72 meses,233.82,3,9.16,8,3,1,1,0.3333333333333333,56.32,0,3,2,1,1,3,1,1,6.6,8.5,Neutro
2038,52038,30,25 a 34 anos,Sudeste,17,13 a 24 meses,354.6,5,32.14,5,8,3,1,0.375,54.52,0,3,2,1,11,3,1,0,0.0,6.7,Detrator
2039,52039,63,55 a 64 anos,Sul,85,Mais de 72 meses,708.67,6,57.14,6,6,1,1,0.16666666666666666,53.31,0,3,0,0,7,2,1,0,4.8,5.4,Detrator
2040,52040,31,25 a 34 anos,Norte,27,25 a 48 meses,509.91,4,0.78,2,9,2,1,0.2222222222222222,46.51,0,2,0,0,7,3,1,0,3.7,0.8,Detrator
2041,52041,23,Até 24 anos,Sul,67,49 a 72 meses,290.32,1,15.3,6,11,5,1,0.45454545454545453,32.97,0,3,0,0,0,4,1,0,4.9,5.8,Detrator
2042,52042,28,25 a 34 anos,Nordeste,36,25 a 48 meses,423.06,5,0.62,10,6,1,1,0.16666666666666666,31.59,0,1,2,1,11,5,1,0,0.8,4.6,Detrator
2043,52043,47,45 a 54 anos,Norte,40,25 a 48 meses,457.72,5,91.11,8,14,1,1,0.07142857142857142,48.77,0,1,3,1,2,5,1,0,5.1,4.2,Detrator
2044,52044,20,Até 24 anos,Sudeste,19,13 a 24 meses,953.2,2,19.67,11,12,2,1,0.16666666666666666,39.52,0,3,2,1,3,4,1,0,3.6,3.3,Detrator
2045,52045,26,25 a 34 anos,Centro-Oeste,93,Mais de 72 meses,563.3,6,14.66,6,12,5,1,0.4166666666666667,37.95,0,3,1,1,4,4,1,0,1.8,1.9,Detrator
2046,52046,32,25 a 34 anos,Sul,89,Mais de 72 meses,182.71,2,15.34,5,5,4,1,0.8,20.27,0,1,3,1,10,6,1,0,0.0,1.0,Detrator
2047,52047,24,Até 24 anos,Centro-Oeste,114,Mais de 72 meses,419.75,1,29.56,10,8,4,1,0.5,30.72,0,1,4,1,3,7,1,0,0.7,2.8,Detrator
2048,52048,21,Até 24 anos,Norte,61,49 a 72 meses,314.68,3,12.26,11,6,0,0,0.0,31.54,0,3,0,0,2,1,1,0,9.3,7.1,Neutro
2049,52049,49,45 a 54 anos,Sul,81,Mais de 72 meses,225.68,3,25.41,8,10,2,1,0.2,63.8,0,1,5,1,2,7,1,0,1.3,3.1,Detrator
2050,52050,29,25 a 34 anos,Norte,32,25 a 48 meses,34.42,6,6.89,4,5,3,1,0.6,33.23,0,1,1,1,10,3,1,0,0.0,5.2,Detrator
2051,52051,42,35 a 44 anos,Nordeste,93,Mais de 72 meses,80.39,6,16.11,4,6,6,1,1.0,47.56,0,1,2,1,7,5,1,0,0.0,0.0,Detrator
2052,52052,49,45 a 54 anos,Sul,23,13 a 24 meses,454.98,6,15.8,10,5,4,1,0.8,49.35,0,2,1,1,8,4,1,0,0.0,4.6,Detrator
2053,52053,32,25 a 34 anos,Centro-Oeste,77,Mais de 72 meses,421.44,1,4.7,10,13,0,0,0.0,39.67,0,1,1,1,5,1,1,0,5.4,7.6,Neutro
2054,52054,47,45 a 54 anos,Sudeste,109,Mais de 72 meses,199.72,1,62.48,4,11,3,1,0.2727272727272727,36.06,0,2,1,1,1,4,1,0,5.4,4.9,Detrator
2055,52055,44,35 a 44 anos,Norte,86,Mais de 72 meses,835.91,3,0.06,6,5,2,1,0.4,45.96,0,2,1,1,10,4,1,0,0.6,2.9,Detrator
2056,52056,67,65 anos ou mais,Nordeste,23,13 a 24 meses,604.69,6,7.52,3,5,3,1,0.6,41.7,0,2,2,1,10,4,1,0,0.0,2.5,Detrator
2057,52057,25,25 a 34 anos,Norte,33,25 a 48 meses,996.42,3,9.6,8,4,4,1,1.0,39.62,0,2,4,1,6,8,1,0,0.0,0.8,Detrator
2058,52058,44,35 a 44 anos,Centro-Oeste,9,Até 12 meses,1075.37,2,0.87,11,7,0,0,0.0,26.33,0,3,0,0,6,0,0,1,5.4,8.0,Neutro
2059,52059,32,25 a 34 anos,Centro-Oeste,26,25 a 48 meses,555.84,2,28.78,1,13,3,1,0.23076923076923078,40.1,0,3,0,0,3,3,1,0,4.9,7.3,Neutro
2060,52060,23,Até 24 anos,Sul,19,13 a 24 meses,678.17,1,0.35,4,13,1,1,0.07692307692307693,32.05,0,2,0,0,2,1,1,1,6.9,10.0,Promotor
2061,52061,66,65 anos ou mais,Centro-Oeste,28,25 a 48 meses,605.25,5,16.65,7,14,2,1,0.14285714285714285,32.12,0,2,2,1,4,4,1,0,3.3,6.3,Detrator
2062,52062,68,65 anos ou mais,Norte,111,Mais de 72 meses,349.57,3,42.01,10,2,2,1,1.0,39.17,0,2,3,1,9,7,1,0,0.0,0.0,Detrator
2063,52063,50,45 a 54 anos,Norte,17,13 a 24 meses,240.84,4,11.99,10,8,4,1,0.5,22.31,0,2,2,1,9,5,1,0,0.0,2.2,Detrator
2064,52064,38,35 a 44 anos,Sul,80,Mais de 72 meses,674.77,3,33.68,11,3,0,0,0.0,49.3,0,1,4,1,9,6,1,0,0.0,2.9,Detrator
2065,52065,41,35 a 44 anos,Nordeste,72,49 a 72 meses,695.21,6,169.16,8,8,2,1,0.25,45.22,0,2,3,1,6,4,1,0,1.7,6.1,Detrator
2066,52066,40,35 a 44 anos,Nordeste,68,49 a 72 meses,659.68,6,10.37,3,4,0,0,0.0,38.28,0,3,2,1,7,3,1,0,4.3,5.3,Detrator
2067,52067,57,55 a 64 anos,Centro-Oeste,39,25 a 48 meses,994.43,4,2.77,2,13,1,1,0.07692307692307693,23.66,0,1,1,1,0,3,1,0,7.4,6.8,Detrator
2068,52068,31,25 a 34 anos,Sudeste,50,49 a 72 meses,274.62,6,24.86,4,3,2,1,0.6666666666666666,47.91,0,2,1,1,1,4,1,0,6.4,5.0,Detrator
2069,52069,56,55 a 64 anos,Nordeste,7,Até 12 meses,501.43,5,66.56,2,14,3,1,0.21428571428571427,23.44,0,1,1,1,5,4,1,0,3.6,3.7,Detrator
2070,52070,41,35 a 44 anos,Sudeste,78,Mais de 72 meses,152.37,4,25.46,9,9,2,1,0.2222222222222222,40.05,0,1,0,0,5,4,1,0,5.1,2.4,Detrator
2071,52071,58,55 a 64 anos,Nordeste,108,Mais de 72 meses,869.29,2,52.08,7,14,0,0,0.0,52.17,0,3,2,1,3,2,1,1,5.6,9.1,Promotor
2072,52072,48,45 a 54 anos,Sudeste,77,Mais de 72 meses,451.14,3,26.16,6,13,1,1,0.07692307692307693,45.59,0,1,1,1,5,2,1,0,4.5,7.1,Neutro
2074,52074,20,Até 24 anos,Centro-Oeste,88,Mais de 72 meses,391.66,4,22.93,1,12,2,1,0.16666666666666666,25.72,0,2,1,1,11,4,1,0,0.0,4.1,Detrator
2075,52075,64,55 a 64 anos,Centro-Oeste,16,13 a 24 meses,496.66,1,33.57,6,11,1,1,0.09090909090909091,22.2,0,1,3,1,10,5,1,0,0.0,2.5,Detrator
2076,52076,38,35 a 44 anos,Sudeste,98,Mais de 72 meses,203.27,3,38.32,7,12,4,1,0.3333333333333333,51.35,0,3,1,1,2,5,1,0,3.4,5.3,Detrator
2078,52078,45,45 a 54 anos,Nordeste,95,Mais de 72 meses,285.22,3,67.41,8,10,1,1,0.1,45.55,0,3,1,1,1,3,1,0,6.4,4.5,Detrator
